w2v_epochs_loss_history,w2v_epochs_accu_history,bert_epochs_loss_history,bert_epochs_accu_history
5.9669907372757045,52.42105263157895,1.5141387188900783,47.614035087719294
1.7019677301023322,80.91228070175438,0.9098246903392856,69.6140350877193
1.0161751697675434,85.57894736842105,0.6097130330914226,81.05263157894737
0.6236979693691265,90.0,0.4331059909982388,87.54385964912281
0.4726259632897478,92.80701754385963,0.30956820783585143,90.98245614035088
0.4593071080553984,92.52631578947368,0.20423757992476724,94.0
0.2682702062103514,95.29824561403507,0.1311113605868883,96.52631578947368
0.2527740369690706,96.24561403508771,0.09613422184204423,97.96491228070177
0.2438003191161817,96.03508771929823,0.060987790385729435,98.87719298245615
0.26387068367837124,95.36842105263158,0.04208868395474703,99.33333333333331
0.5375839446458884,94.14035087719299,0.048913977759260714,98.94736842105264
0.5147867136338885,95.01754385964912,0.029678382762504858,99.50877192982456
0.21686115747177528,96.63157894736842,0.02593533641674332,99.64912280701756
0.19097751980195032,97.64912280701756,0.016744966393690452,99.71929824561406
0.2595116218887659,97.33333333333331,0.013889547213703892,99.85964912280701
0.20510912428307135,97.75438596491229,0.011249676117850415,99.89473684210527
0.8667729573808339,94.0,0.01322659998208638,99.68421052631581
0.31265975302825383,96.80701754385963,0.00623893423081381,99.9298245614035
0.4145987295510636,96.14035087719299,0.012771280058373451,99.64912280701756
0.23929260483182954,97.43859649122808,0.009848616808501994,99.7894736842105
0.1492318564051162,98.14035087719299,0.0034343713410614927,100.0
0.16583048170635215,98.10526315789473,0.002757750228489619,100.0
0.21148690491914607,97.71929824561406,0.002380067241305288,100.0
0.2316791095880721,97.82456140350875,0.0025950585294894713,99.96491228070177
0.28187430999849344,97.22807017543859,0.0034293589522338907,99.89473684210527
0.06780582746786906,98.91228070175438,0.033899482100286295,99.12280701754385
0.10247467436574678,98.4561403508772,0.01969479530751861,99.43859649122808
0.1885572236151893,97.61403508771929,0.01223945413298603,99.71929824561406
0.23553518923330766,97.82456140350875,0.014362839223913244,99.5438596491228
0.27730712790384915,97.5438596491228,0.015570104808947228,99.61403508771929
0.1825278695641236,98.14035087719299,0.010901776947570165,99.68421052631581
0.1990260731369996,97.9298245614035,0.006111279952693627,99.7894736842105
0.1823468558562011,98.28070175438594,0.0020209372325868,99.96491228070177
0.13774074187124355,98.66666666666669,0.008030952712262111,99.7894736842105
0.32062100322914017,97.82456140350875,0.002535830879474693,99.9298245614035
0.32696936113627884,97.71929824561406,0.005684402253278453,99.85964912280701
0.09713795423569868,98.98245614035088,0.004068912580699072,99.89473684210527
0.08037571415000752,99.33333333333331,0.0029117523756934404,99.9298245614035
0.07045206321788952,99.33333333333331,0.001985575856644837,99.96491228070177
0.056749141206295386,99.68421052631581,0.0006816806001770804,100.0
0.04227185824973263,99.50877192982456,0.0019744470055077182,99.89473684210527
0.16216580770858954,98.42105263157896,0.006936690100864117,99.82456140350875
0.13938891738205006,98.31578947368419,0.003963303026436261,99.82456140350875
0.15696572087254598,98.84210526315788,0.02011626684189808,99.40350877192982
0.19925037884486188,98.66666666666669,0.0037682621276257135,99.85964912280701
0.28837956792622504,98.17543859649125,0.002460917651584351,99.9298245614035
0.244948058215307,98.17543859649125,0.006416748223131049,99.7894736842105
0.08931848290029684,99.01754385964912,0.008240982147168457,99.68421052631581
0.18066491855707315,98.31578947368419,0.002163886592733835,99.96491228070177
0.06850844941765967,99.05263157894736,0.0005460288797540318,100.0
